THP,I,P
323.15,0.0,0.0
323.15,0.001787595270937327,0.20910840612650186
323.15,0.003575190541874654,0.31972605916913555
323.15,0.005362785812811981,0.33185295912790097
323.15,0.007150381083749308,0.24548910600279816
323.15,0.008937976354686634,0.06063449979382728
323.15,0.010725571625623962,-0.2227108594990122
323.15,0.012513166896561288,-0.6045469718757193
323.15,0.014300762167498616,-1.0848738373362952
323.15,0.01608835743843594,-1.6636914558807385
323.15,0.01787595270937327,-2.3409998275090507
323.15,0.019663547980310597,-3.116798952221232
323.15,0.021451143251247924,-3.9910888300172807
323.15,0.023238738522185252,-4.963869460897198
323.15,0.025026333793122576,-6.0351408448609805
323.15,0.026813929064059903,-7.204902981908633
323.15,0.02860152433499723,-8.473155872040158
323.15,0.03038911960593456,-9.839899515255548
323.15,0.03217671487687188,-11.305133911554801
323.15,0.033964310147809214,-12.86885906093793
323.15,0.03575190541874654,-14.53107496340492
323.15,0.03753950068968387,-16.291781618955792
323.15,0.03932709596062119,-18.15097902759052
323.15,0.04111469123155852,-20.108667189309113
323.15,0.04290228650249585,-22.164846104111586
323.15,0.04468988177343317,-24.319515771997914
323.15,0.046477477044370503,-26.572676192968125
323.15,0.04826507231530783,-28.924327367022197
323.15,0.05005266758624515,-31.37446929416013
323.15,0.05184026285718248,-33.92310197438194
323.15,0.05362785812811981,-36.570225407687616
323.15,0.05541545339905714,-39.31583959407716
323.15,0.05720304866999446,-42.15994453355058
323.15,0.058990643940931786,-45.10254022610785
323.15,0.06077823921186912,-48.14362667174901
323.15,0.06256583448280645,-51.28320387047403
323.15,0.06435342975374377,-54.5212718222829
323.15,0.0661410250246811,-57.857830527175665
323.15,0.06792862029561843,-61.292879985152304
323.15,0.06971621556655574,-64.82642019621275
323.15,0.07150381083749308,-68.45845116035711
323.15,0.0732914061084304,-72.18897287758536
323.15,0.07507900137936774,-76.01798534789748
323.15,0.07686659665030506,-79.94548857129341
323.15,0.07865419192124239,-83.97148254777326
323.15,0.08044178719217972,-88.09596727733695
323.15,0.08222938246311703,-92.31894275998451
323.15,0.08401697773405437,-96.64040899571596
323.15,0.0858045730049917,-101.06036598453127
323.15,0.08759216827592901,-105.57881372643043
323.15,0.08937976354686634,-110.19575222141347
323.15,0.09116735881780368,-114.91118146948038
323.15,0.09295495408874101,-119.72510147063117
323.15,0.09474254935967832,-124.6375122248658
323.15,0.09653014463061566,-129.64841373218434
323.15,0.09831773990155299,-134.75780599258673
323.15,0.1001053351724903,-139.96568900607292
323.15,0.10189293044342763,-145.27206277264307
323.15,0.10368052571436497,-150.67692729229708
323.15,0.10546812098530228,-156.18028256503487
323.15,0.10725571625623961,-161.78212859085662
323.15,0.10904331152717694,-167.48246536976222
323.15,0.11083090679811428,-173.2812929017517
323.15,0.1126185020690516,-179.178611186825
323.15,0.11440609733998892,-185.1744202249822
323.15,0.11619369261092626,-191.26872001622326
323.15,0.11798128788186357,-197.46151056054816
323.15,0.1197688831528009,-203.752791857957
323.15,0.12155647842373823,-210.1425639084497
323.15,0.12334407369467557,-216.63082671202625
323.15,0.1251316689656129,-223.21758026868667
323.15,0.1269192642365502,-229.90282457843082
323.15,0.12870685950748753,-236.68655964125898
323.15,0.13049445477842486,-243.56878545717103
323.15,0.1322820500493622,-250.54950202616692
323.15,0.13406964532029952,-257.6287093482467
323.15,0.13585724059123686,-264.8064074234103
323.15,0.1376448358621742,-272.08259625165783
323.15,0.1394324311331115,-279.457275832989
323.15,0.14122002640404882,-286.9304461674043
323.15,0.14300762167498615,-294.5021072549034
323.15,0.14479521694592348,-302.1722590954864
323.15,0.1465828122168608,-309.94090168915324
323.15,0.14837040748779814,-317.80803503590397
323.15,0.15015800275873548,-325.77365913573857
323.15,0.15194559802967278,-333.83777398865686
323.15,0.1537331933006101,-342.0003795946592
323.15,0.15552078857154744,-350.2614759537454
323.15,0.15730838384248477,-358.62106306591545
323.15,0.1590959791134221,-367.0791409311693
323.15,0.16088357438435943,-375.6357095495071
323.15,0.16267116965529674,-384.29076892092866
323.15,0.16445876492623407,-393.0443190454342
323.15,0.1662463601971714,-401.89635992302357
323.15,0.16803395546810873,-410.8468915536968
323.15,0.16982155073904606,-419.895913937454
323.15,0.1716091460099834,-429.043427074295
323.15,0.17339674128092072,-438.28943096421983
323.15,0.17518433655185803,-447.6339256072285
323.15,0.17697193182279536,-457.076911003321
373.15,0.0,0.0
373.15,0.001787595270937327,0.6503492298438028
373.15,0.003575190541874654,1.2012020484316088
373.15,0.005362785812811981,1.6525584557634185
373.15,0.007150381083749308,2.004418451839231
373.15,0.008937976354686634,2.256782036659047
373.15,0.010725571625623962,2.409649210222867
373.15,0.012513166896561288,2.4630199725306903
373.15,0.014300762167498616,2.416894323582517
373.15,0.01608835743843594,2.2712722633783464
373.15,0.01787595270937327,2.0261537919181793
373.15,0.019663547980310597,1.6815389092020159
373.15,0.021451143251247924,1.2374276152298556
373.15,0.023238738522185252,0.6938199100016986
373.15,0.025026333793122576,0.05071579351754632
373.15,0.026813929064059903,-0.6918847342226039
373.15,0.02860152433499723,-1.5339816732187506
373.15,0.03038911960593456,-2.475575023470894
373.15,0.03217671487687188,-3.5166647849790342
373.15,0.033964310147809214,-4.657250957743171
373.15,0.03575190541874654,-5.897333541763304
373.15,0.03753950068968387,-7.236912537039435
373.15,0.03932709596062119,-8.675987943571561
373.15,0.04111469123155852,-10.214559761359679
373.15,0.04290228650249585,-11.852627990403805
373.15,0.04468988177343317,-13.590192630703916
373.15,0.046477477044370503,-15.427253682260037
373.15,0.04826507231530783,-17.36381114507214
373.15,0.05005266758624515,-19.399865019140247
373.15,0.05184026285718248,-21.535415304464347
373.15,0.05362785812811981,-23.770462001044447
373.15,0.05541545339905714,-26.10500510888055
373.15,0.05720304866999446,-28.53904462797264
373.15,0.058990643940931786,-31.072580558320727
373.15,0.06077823921186912,-33.705612899924816
373.15,0.06256583448280645,-36.43814165278491
373.15,0.06435342975374377,-39.270166816900975
373.15,0.0661410250246811,-42.20168839227305
373.15,0.06792862029561843,-45.23270637890113
373.15,0.06971621556655574,-48.363220776785184
373.15,0.07150381083749308,-51.59323158592526
373.15,0.0732914061084304,-54.92273880632132
373.15,0.07507900137936774,-58.351742437973385
373.15,0.07686659665030506,-61.88024248088143
373.15,0.07865419192124239,-65.5082389350455
373.15,0.08044178719217972,-69.23573180046556
373.15,0.08222938246311703,-73.06272107714157
373.15,0.08401697773405437,-76.98920676507363
373.15,0.0858045730049917,-81.01518886426167
373.15,0.08759216827592901,-85.1406673747057
373.15,0.08937976354686634,-89.36564229640571
373.15,0.09116735881780368,-93.69011362936176
373.15,0.09295495408874101,-98.1140813735738
373.15,0.09474254935967832,-102.6375455290418
373.15,0.09653014463061566,-107.26050609576582
373.15,0.09831773990155299,-111.98296307374585
373.15,0.1001053351724903,-116.80491646298184
373.15,0.10189293044342763,-121.72636626347386
373.15,0.10368052571436497,-126.74731247522186
373.15,0.10546812098530228,-131.86775509822584
373.15,0.10725571625623961,-137.08769413248584
373.15,0.10904331152717694,-142.40712957800187
373.15,0.11083090679811428,-147.82606143477386
373.15,0.1126185020690516,-153.34448970280184
373.15,0.11440609733998892,-158.96241438208583
373.15,0.11619369261092626,-164.67983547262583
373.15,0.11798128788186357,-170.49675297442178
373.15,0.1197688831528009,-176.41316688747375
373.15,0.12155647842373823,-182.42907721178173
373.15,0.12334407369467557,-188.54448394734573
373.15,0.1251316689656129,-194.75938709416573
373.15,0.1269192642365502,-201.07378665224158
373.15,0.12870685950748753,-207.48768262157355
373.15,0.13049445477842486,-214.00107500216154
373.15,0.1322820500493622,-220.61396379400546
373.15,0.13406964532029952,-227.32634899710547
373.15,0.13585724059123686,-234.1382306114614
373.15,0.1376448358621742,-241.0496086370734
373.15,0.1394324311331115,-248.06048307394124
373.15,0.14122002640404882,-255.17085392206516
373.15,0.14300762167498615,-262.3807211814451
373.15,0.14479521694592348,-269.69008485208104
373.15,0.1465828122168608,-277.098944933973
373.15,0.14837040748779814,-284.60730142712094
373.15,0.15015800275873548,-292.21515433152484
373.15,0.15194559802967278,-299.9225036471848
373.15,0.1537331933006101,-307.72934937410065
373.15,0.15552078857154744,-315.63569151227256
373.15,0.15730838384248477,-323.64153006170045
373.15,0.1590959791134221,-331.7468650223843
373.15,0.16088357438435943,-339.95169639432436
373.15,0.16267116965529674,-348.25602417752003
373.15,0.16445876492623407,-356.6598483719719
373.15,0.1662463601971714,-365.16316897767996
373.15,0.16803395546810873,-373.7659859946438
373.15,0.16982155073904606,-382.4682994228637
373.15,0.1716091460099834,-391.27010926233953
373.15,0.17339674128092072,-400.17141551307145
373.15,0.17518433655185803,-409.17221817505924
373.15,0.17697193182279536,-418.2725172483031
423.15,0.0,0.0
423.15,0.001787595270937327,1.2442538048813867
423.15,0.003575190541874654,2.38736608161598
423.15,0.005362785812811981,3.42933683020378
423.15,0.007150381083749308,4.3701660506447855
423.15,0.008937976354686634,5.209853742938999
423.15,0.010725571625623962,5.948399907086418
423.15,0.012513166896561288,6.585804543087043
423.15,0.014300762167498616,7.122067650940876
423.15,0.01608835743843594,7.5571892306479125
423.15,0.01787595270937327,7.891169282208158
423.15,0.019663547980310597,8.12400780562161
423.15,0.021451143251247924,8.255704800888267
423.15,0.023238738522185252,8.28626026800813
423.15,0.025026333793122576,8.215674206981202
423.15,0.026813929064059903,8.043946617807478
423.15,0.02860152433499723,7.771077500486964
423.15,0.03038911960593456,7.397066855019652
423.15,0.03217671487687188,6.921914681405548
423.15,0.033964310147809214,6.345620979644651
423.15,0.03575190541874654,5.6681857497369625
423.15,0.03753950068968387,4.889608991682477
423.15,0.03932709596062119,4.009890705481197
423.15,0.04111469123155852,3.029030891133129
423.15,0.04290228650249585,1.9470295486382627
423.15,0.04468988177343317,0.7638866779966077
423.15,0.046477477044370503,-0.5203977207918509
423.15,0.04826507231530783,-1.9058236477270931
