THP,Max_Power
323.15,3.3884742947519346e-07
373.15,2.4630859192152637e-06
423.15,8.2882407211389e-06
473.15,1.935880007511462e-05
523.15,3.734883129401603e-05
573.15,6.474249651923718e-05
623.15,0.00010420746462943242
673.15,0.0001559682849090063
723.15,0.00021574145332300482
773.15,0.0002777996440690267
