THP,delT
323.15,8.215865860556278
373.15,21.68250933329182
423.15,36.27183237042766
473.15,51.71001770885721
523.15,67.5883404862879
573.15,83.40424284860063
623.15,98.96948808460024
673.15,114.32783509442879
723.15,129.45776906129106
773.15,144.26317193750504
