THP,delT
323.15,2.5727896145007207
373.15,6.841547581006978
423.15,11.590484699157116
473.15,16.68046078009371
523.15,21.871816500718808
573.15,26.948553060092536
623.15,31.920293671748254
673.15,36.82215736768205
723.15,41.57283548321573
773.15,46.12796094034309
