THP,I,P
323.15,0.0,0.0
323.15,0.0015649184015039455,0.0913286884029191
323.15,0.003129836803007891,0.13494248087989516
323.15,0.004694755204511836,0.13084137743092814
323.15,0.006259673606015782,0.07902537805601806
323.15,0.007824592007519728,-0.020505517244835077
323.15,0.009389510409023673,-0.16775130847163128
323.15,0.01095442881052762,-0.36271199562437073
323.15,0.012519347212031564,-0.6053875787030529
323.15,0.01408426561353551,-0.895778057707678
323.15,0.015649184015039456,-1.2338834326382466
323.15,0.017214102416543402,-1.6197037034947586
323.15,0.018779020818047346,-2.0532388702772124
323.15,0.020343939219551292,-2.5344889329856106
323.15,0.02190885762105524,-3.063453891619952
323.15,0.023473776022559182,-3.6401337461802346
323.15,0.02503869442406313,-4.264528496666462
323.15,0.026603612825567075,-4.936638143078632
323.15,0.02816853122707102,-5.656462685416743
323.15,0.029733449628574965,-6.4240021236808005
323.15,0.03129836803007891,-7.2392564578708
323.15,0.03286328643158286,-8.102225687986742
323.15,0.034428204833086805,-9.012909814028628
323.15,0.035993123234590745,-9.971308835996455
323.15,0.03755804163609469,-10.977422753890227
323.15,0.03912296003759864,-12.031251567709942
323.15,0.040687878439102584,-13.1327952774556
323.15,0.04225279684060653,-14.282053883127203
323.15,0.04381771524211048,-15.479027384724745
323.15,0.04538263364361442,-16.723715782248227
323.15,0.046947552045118364,-18.01611907569766
323.15,0.04851247044662231,-19.356237265073034
323.15,0.05007738884812626,-20.74407035037435
323.15,0.051642307249630204,-22.179618331601606
323.15,0.05320722565113415,-23.66288120875481
323.15,0.0547721440526381,-25.19385898183396
323.15,0.05633706245414204,-26.772551650839038
323.15,0.05790198085564598,-28.39895921577007
323.15,0.05946689925714993,-30.073081676627044
323.15,0.06103181765865388,-31.79491903340996
323.15,0.06259673606015782,-33.564471286118824
323.15,0.06416165446166176,-35.38173843475363
323.15,0.06572657286316572,-37.246720479314384
323.15,0.06729149126466966,-39.159417419801066
323.15,0.06885640966617361,-41.119829256213706
323.15,0.07042132806767755,-43.12795598855228
323.15,0.07198624646918149,-45.18379761681679
323.15,0.07355116487068544,-47.28735414100726
323.15,0.07511608327218938,-49.43862556112366
323.15,0.07668100167369334,-51.637611877166016
323.15,0.07824592007519728,-53.884313089134295
323.15,0.07981083847670123,-56.17872919702854
323.15,0.08137575687820517,-58.52086020084871
323.15,0.08294067527970911,-60.91070610059482
323.15,0.08450559368121306,-63.34826689626691
323.15,0.086070512082717,-65.8335425878649
323.15,0.08763543048422096,-68.36653317538887
323.15,0.0892003488857249,-70.94723865883874
323.15,0.09076526728722883,-73.57565903821455
323.15,0.09233018568873279,-76.25179431351636
323.15,0.09389510409023673,-78.97564448474407
323.15,0.09546002249174068,-81.74720955189775
323.15,0.09702494089324462,-84.56648951497735
323.15,0.09858985929474857,-87.4334843739829
323.15,0.10015477769625251,-90.3481941289144
323.15,0.10171969609775645,-93.31061877977181
323.15,0.10328461449926041,-96.32075832655521
323.15,0.10484953290076435,-99.37861276926452
323.15,0.1064144513022683,-102.48418210789981
323.15,0.10797936970377224,-105.63746634246101
323.15,0.1095442881052762,-108.83846547294819
323.15,0.11110920650678013,-112.08717949936126
323.15,0.11267412490828407,-115.38360842170027
323.15,0.11423904330978803,-118.72775223996528
323.15,0.11580396171129197,-122.11961095415617
323.15,0.11736888011279592,-125.55918456427307
323.15,0.11893379851429986,-129.04647307031587
