THP,delT
323.15,4.294426127181055
373.15,11.388557023726833
423.15,19.219051411654675
473.15,27.58132661916312
523.15,36.14594698378335
573.15,44.566046360208816
623.15,52.8126168944309
673.15,60.95320839508827
723.15,68.90189250517255
773.15,76.56610423995846
