THP,delT
323.15,7.8586939704115935
373.15,20.746199752441328
423.15,34.73655942292072
473.15,49.55669561855268
523.15,64.79996328823654
573.15,79.96687237243708
623.15,94.8827123807755
673.15,109.59840979665103
723.15,124.08986914061711
773.15,138.25399298371462
