THP,delT
323.15,29.998658387623323
373.15,79.9963511662711
423.15,129.99412016905086
473.15,179.99199056401125
523.15,229.98993619432542
573.15,279.9879200811096
623.15,329.98591868319755
673.15,379.9839242327701
723.15,429.981926763911
773.15,479.9799169279718
