THP,Max_Power
323.15,5.613046776457998e-06
373.15,4.390758370267189e-05
423.15,0.00013038778505092976
473.15,0.0002780670209733685
523.15,0.0005021188631946392
573.15,0.000821920667602036
623.15,0.0012550062308674605
673.15,0.0018090349828897797
723.15,0.002482206986096096
773.15,0.0032653657529388177
