THP,Max_Power
323.15,7.858771062466893e-06
373.15,6.149757667014038e-05
423.15,0.000182455057164308
473.15,0.0003892485939820228
523.15,0.0007027334394103007
573.15,0.0011504484503656735
623.15,0.0017567612808233382
673.15,0.0025323741547277692
723.15,0.0034742556857836737
773.15,0.004569349382773647
