THP,Max_Power
323.15,3.5448044772662406e-06
373.15,2.7798912323084074e-05
423.15,8.247921065786716e-05
473.15,0.00017609306806111742
523.15,0.0003180444762466098
573.15,0.0005202800398812058
623.15,0.0007943160584559674
673.15,0.0011449363063135436
723.15,0.0015713056090460185
773.15,0.002067945379679581
