THP,delT
323.15,29.999105018367914
373.15,79.99756443571857
423.15,129.99607394273357
473.15,179.99465194585508
523.15,229.9932809546616
573.15,279.99193633194517
623.15,329.99060316016255
673.15,379.98927530361215
723.15,429.9879463595805
773.15,479.98660970969314
