THP,Max_Power
323.15,4.084451481137461e-06
373.15,3.2034765547151786e-05
423.15,9.511499736411993e-05
473.15,0.00020304561099810886
523.15,0.0003665293503706704
573.15,0.0005998869585550398
623.15,0.0009158355740734483
673.15,0.0013201394370384338
723.15,0.0018120256489155692
773.15,0.0023849277484905116
